Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional
39,P,Sean Newcomb*,28,29,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,newcose01
40,P,Jacob Webb,27,32,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,webbja01
41,P,Spencer Strider,22,2,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,stridsp01
42,P,A.J. Minter*,27,57,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,minteaj01
43,P,Edgar Santana,29,38,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,santaed01
44,P,Ty Tice*,24,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,ticety01
45,P,Jay Flaa,29,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,flaaja01
46,P,Luke Jackson,29,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,jackslu01
47,P,Richard Rodríguez,31,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rodriri05
48,P,Tyler Matzek*,30,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,matzety01
49,P,Dylan Lee*,26,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,leedy01
50,P,Carl Edwards Jr.,29,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,edwarca01
51,P,Jesse Biddle*,29,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,biddlje01
52,P,Chris Martin,35,45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,martich02
53,P,Will Smith,31,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,smithwi04
54,P,Grant Dayton*,33,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,daytogr01
55,P,Nate Jones,35,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,jonesna01
56,P,Shane Greene,32,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,greensh02
,,Team Totals,28.0,161,6056,5363,790,1307,269,20,239,762,59,19,549,1453,.244,.319,.435,.754,98,2333,81,67,32,43,36,-9999
,,Rank in 15 NL teams,,,,9,3,6,7,11,2,,11,4,8,10,5,6,2,4,,4,,8,,5,,-9999
,,Non-Pitcher Totals,28.0,161,5742,5084,773,1269,262,20,237,750,59,19,540,1303,.250,.327,.449,.776,104,2282,81,66,7,43,36,-9999
,,Pitcher Totals,28.3,161,314,279,17,38,7,0,2,12,0,0,9,150,.136,.166,.183,.349,-7,51,0,1,25,0,0,-9999
