Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional
25,P,Dallas Keuchel*,29,1,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,keuchda01
26,P,Lance McCullers Jr.*,23,1,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,mcculla02
27,P,Charlie Morton,33,1,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,mortoch02
28,P,Collin McHugh,30,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,mchugco01
29,P,Mike Fiers,32,2,1,1,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,fiersmi01
30,P,Chris Devenski,26,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,devench02
31,P,Tony Sipp*,33,5,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,sippto01
32,P,James Hoyt,30,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,hoytja01
33,P,Michael Feliz,24,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,felizmi01
34,P,Justin Verlander,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,verlaju01
35,P,Reymin Guduan*,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,guduare01
36,P,Ken Giles,26,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,gileske01
37,P,Tyler Clippard,32,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,clippty01
38,P,Jordan Jankowski,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,jankojo01
39,P,Ashur Tolliver*,29,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,tollias01
40,P,Will Harris,32,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,harriwi10
41,P,Jandel Gustave,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,gustaja01
42,P,Francisco Liriano*,33,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,liriafr01
43,P,Luke Gregerson*,33,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,gregelu01
44,P,Francis Martes,21,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,martefr01
45,P,David Paulino,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,paulida01
46,P,Dayán Díaz,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,diazda01
,,Team Totals,28.9,162,6271,5611,896,1581,346,20,238,854,98,42,509,1087,.282,.346,.478,.823,123,2681,139,70,11,61,27,-9999
,,Rank in 15 AL teams,,,,3,1,1,1,9,2,,4,13,10,1,1,1,1,1,,1,,4,,1,,-9999
,,Non-Pitcher Totals,28.9,162,6242,5583,894,1579,345,20,238,852,98,42,508,1075,.283,.347,.480,.826,124,2678,139,70,11,61,27,-9999
,,Pitcher Totals,26.0,162,29,28,2,2,1,0,0,2,0,0,1,12,.071,.103,.107,.211,-42,3,0,0,0,0,0,-9999
